CONNECTION [OK] Uptime: 5339  Threads: 3  Questions: 6  Slow queries: 0  Opens: 138  Flush tables: 3  Open tables: 57  Queries per second avg: 0.001
CONNECTION [OK] Uptime: 5346  Threads: 3  Questions: 23  Slow queries: 0  Opens: 154  Flush tables: 3  Open tables: 73  Queries per second avg: 0.004
CONNECTION [OK] Uptime: 5384  Threads: 3  Questions: 43  Slow queries: 0  Opens: 177  Flush tables: 3  Open tables: 96  Queries per second avg: 0.007
CONNECTION [OK] Uptime: 5454  Threads: 3  Questions: 60  Slow queries: 0  Opens: 183  Flush tables: 3  Open tables: 102  Queries per second avg: 0.011
CONNECTION [OK] Uptime: 5459  Threads: 3  Questions: 77  Slow queries: 0  Opens: 189  Flush tables: 3  Open tables: 108  Queries per second avg: 0.014
CONNECTION [OK] Uptime: 5532  Threads: 3  Questions: 94  Slow queries: 0  Opens: 195  Flush tables: 3  Open tables: 114  Queries per second avg: 0.016
CONNECTION [OK] Uptime: 5533  Threads: 3  Questions: 111  Slow queries: 0  Opens: 201  Flush tables: 3  Open tables: 120  Queries per second avg: 0.020
CONNECTION [OK] Uptime: 5533  Threads: 4  Questions: 112  Slow queries: 0  Opens: 201  Flush tables: 3  Open tables: 120  Queries per second avg: 0.020
CONNECTION [OK] Uptime: 5534  Threads: 4  Questions: 117  Slow queries: 0  Opens: 202  Flush tables: 3  Open tables: 121  Queries per second avg: 0.021
CONNECTION [OK] Uptime: 5534  Threads: 4  Questions: 130  Slow queries: 0  Opens: 206  Flush tables: 3  Open tables: 125  Queries per second avg: 0.023
CONNECTION [OK] Uptime: 5537  Threads: 3  Questions: 137  Slow queries: 0  Opens: 207  Flush tables: 3  Open tables: 126  Queries per second avg: 0.024
CONNECTION [OK] Uptime: 5540  Threads: 3  Questions: 154  Slow queries: 0  Opens: 213  Flush tables: 3  Open tables: 132  Queries per second avg: 0.027
CONNECTION [OK] Uptime: 5674  Threads: 3  Questions: 175  Slow queries: 0  Opens: 221  Flush tables: 3  Open tables: 140  Queries per second avg: 0.030
CONNECTION [OK] Uptime: 5683  Threads: 3  Questions: 192  Slow queries: 0  Opens: 227  Flush tables: 3  Open tables: 146  Queries per second avg: 0.033
CONNECTION [OK] Uptime: 5699  Threads: 3  Questions: 209  Slow queries: 0  Opens: 233  Flush tables: 3  Open tables: 152  Queries per second avg: 0.036
CONNECTION [OK] Uptime: 5699  Threads: 3  Questions: 226  Slow queries: 0  Opens: 239  Flush tables: 3  Open tables: 158  Queries per second avg: 0.039
CONNECTION [OK] Uptime: 5700  Threads: 3  Questions: 231  Slow queries: 0  Opens: 239  Flush tables: 3  Open tables: 158  Queries per second avg: 0.040
CONNECTION [OK] Uptime: 5700  Threads: 3  Questions: 236  Slow queries: 0  Opens: 240  Flush tables: 3  Open tables: 159  Queries per second avg: 0.041
CONNECTION [OK] Uptime: 5700  Threads: 3  Questions: 241  Slow queries: 0  Opens: 240  Flush tables: 3  Open tables: 159  Queries per second avg: 0.042
CONNECTION [OK] Uptime: 5702  Threads: 3  Questions: 246  Slow queries: 0  Opens: 240  Flush tables: 3  Open tables: 159  Queries per second avg: 0.043
CONNECTION [OK] Uptime: 5705  Threads: 3  Questions: 263  Slow queries: 0  Opens: 240  Flush tables: 3  Open tables: 159  Queries per second avg: 0.046
CONNECTION [OK] Uptime: 5710  Threads: 3  Questions: 280  Slow queries: 0  Opens: 240  Flush tables: 3  Open tables: 159  Queries per second avg: 0.049
CONNECTION [OK] Uptime: 5713  Threads: 3  Questions: 297  Slow queries: 0  Opens: 240  Flush tables: 3  Open tables: 159  Queries per second avg: 0.051
CONNECTION [OK] Uptime: 5715  Threads: 3  Questions: 314  Slow queries: 0  Opens: 243  Flush tables: 3  Open tables: 162  Queries per second avg: 0.054
CONNECTION [OK] Uptime: 5718  Threads: 3  Questions: 331  Slow queries: 0  Opens: 247  Flush tables: 3  Open tables: 166  Queries per second avg: 0.057
CONNECTION [OK] Uptime: 5758  Threads: 3  Questions: 348  Slow queries: 0  Opens: 252  Flush tables: 3  Open tables: 171  Queries per second avg: 0.060
CONNECTION [OK] Uptime: 5760  Threads: 3  Questions: 365  Slow queries: 0  Opens: 257  Flush tables: 3  Open tables: 176  Queries per second avg: 0.063
CONNECTION [OK] Uptime: 5762  Threads: 3  Questions: 382  Slow queries: 0  Opens: 257  Flush tables: 3  Open tables: 176  Queries per second avg: 0.066
CONNECTION [OK] Uptime: 5765  Threads: 3  Questions: 399  Slow queries: 0  Opens: 257  Flush tables: 3  Open tables: 176  Queries per second avg: 0.069
CONNECTION [OK] Uptime: 5768  Threads: 3  Questions: 416  Slow queries: 0  Opens: 257  Flush tables: 3  Open tables: 176  Queries per second avg: 0.072
CONNECTION [OK] Uptime: 5770  Threads: 3  Questions: 433  Slow queries: 0  Opens: 257  Flush tables: 3  Open tables: 176  Queries per second avg: 0.075
CONNECTION [OK] Uptime: 5773  Threads: 3  Questions: 450  Slow queries: 0  Opens: 257  Flush tables: 3  Open tables: 176  Queries per second avg: 0.077
CONNECTION [OK] Uptime: 5800  Threads: 3  Questions: 467  Slow queries: 0  Opens: 260  Flush tables: 3  Open tables: 179  Queries per second avg: 0.080
CONNECTION [OK] Uptime: 5871  Threads: 3  Questions: 484  Slow queries: 0  Opens: 264  Flush tables: 3  Open tables: 183  Queries per second avg: 0.082
CONNECTION [OK] Uptime: 5873  Threads: 3  Questions: 501  Slow queries: 0  Opens: 264  Flush tables: 3  Open tables: 183  Queries per second avg: 0.085
CONNECTION [OK] Uptime: 6093  Threads: 3  Questions: 518  Slow queries: 0  Opens: 264  Flush tables: 3  Open tables: 183  Queries per second avg: 0.085
CONNECTION [OK] Uptime: 6101  Threads: 3  Questions: 535  Slow queries: 0  Opens: 264  Flush tables: 3  Open tables: 183  Queries per second avg: 0.087
CONNECTION [OK] Uptime: 6104  Threads: 3  Questions: 552  Slow queries: 0  Opens: 264  Flush tables: 3  Open tables: 183  Queries per second avg: 0.090
CONNECTION [OK] Uptime: 6166  Threads: 3  Questions: 569  Slow queries: 0  Opens: 264  Flush tables: 3  Open tables: 183  Queries per second avg: 0.092
CONNECTION [OK] Uptime: 6170  Threads: 3  Questions: 586  Slow queries: 0  Opens: 264  Flush tables: 3  Open tables: 183  Queries per second avg: 0.094
CONNECTION [OK] Uptime: 6173  Threads: 3  Questions: 603  Slow queries: 0  Opens: 264  Flush tables: 3  Open tables: 183  Queries per second avg: 0.097
CONNECTION [OK] Uptime: 6287  Threads: 3  Questions: 620  Slow queries: 0  Opens: 264  Flush tables: 3  Open tables: 183  Queries per second avg: 0.098
CONNECTION [OK] Uptime: 6298  Threads: 3  Questions: 637  Slow queries: 0  Opens: 264  Flush tables: 3  Open tables: 183  Queries per second avg: 0.101
CONNECTION [OK] Uptime: 6328  Threads: 3  Questions: 654  Slow queries: 0  Opens: 264  Flush tables: 3  Open tables: 183  Queries per second avg: 0.103
CONNECTION [OK] Uptime: 6331  Threads: 3  Questions: 671  Slow queries: 0  Opens: 264  Flush tables: 3  Open tables: 183  Queries per second avg: 0.105
CONNECTION [OK] Uptime: 6333  Threads: 3  Questions: 688  Slow queries: 0  Opens: 264  Flush tables: 3  Open tables: 183  Queries per second avg: 0.108
CONNECTION [OK] Uptime: 6340  Threads: 3  Questions: 705  Slow queries: 0  Opens: 264  Flush tables: 3  Open tables: 183  Queries per second avg: 0.111
CONNECTION [OK] Uptime: 6342  Threads: 3  Questions: 722  Slow queries: 0  Opens: 264  Flush tables: 3  Open tables: 183  Queries per second avg: 0.113
CONNECTION [OK] Uptime: 6346  Threads: 3  Questions: 739  Slow queries: 0  Opens: 264  Flush tables: 3  Open tables: 183  Queries per second avg: 0.116
CONNECTION [OK] Uptime: 6348  Threads: 3  Questions: 756  Slow queries: 0  Opens: 264  Flush tables: 3  Open tables: 183  Queries per second avg: 0.119
CONNECTION [OK] Uptime: 6356  Threads: 3  Questions: 773  Slow queries: 0  Opens: 264  Flush tables: 3  Open tables: 183  Queries per second avg: 0.121
CONNECTION [OK] Uptime: 6359  Threads: 3  Questions: 790  Slow queries: 0  Opens: 264  Flush tables: 3  Open tables: 183  Queries per second avg: 0.124
CONNECTION [OK] Uptime: 6361  Threads: 3  Questions: 807  Slow queries: 0  Opens: 264  Flush tables: 3  Open tables: 183  Queries per second avg: 0.126
CONNECTION [OK] Uptime: 6365  Threads: 3  Questions: 824  Slow queries: 0  Opens: 264  Flush tables: 3  Open tables: 183  Queries per second avg: 0.129
CONNECTION [OK] Uptime: 6368  Threads: 3  Questions: 841  Slow queries: 0  Opens: 264  Flush tables: 3  Open tables: 183  Queries per second avg: 0.132
CONNECTION [OK] Uptime: 6375  Threads: 3  Questions: 858  Slow queries: 0  Opens: 264  Flush tables: 3  Open tables: 183  Queries per second avg: 0.134
CONNECTION [OK] Uptime: 6377  Threads: 3  Questions: 875  Slow queries: 0  Opens: 264  Flush tables: 3  Open tables: 183  Queries per second avg: 0.137
CONNECTION [OK] Uptime: 6381  Threads: 3  Questions: 892  Slow queries: 0  Opens: 264  Flush tables: 3  Open tables: 183  Queries per second avg: 0.139
CONNECTION [OK] Uptime: 6381  Threads: 3  Questions: 909  Slow queries: 0  Opens: 264  Flush tables: 3  Open tables: 183  Queries per second avg: 0.142
CONNECTION [OK] Uptime: 6384  Threads: 3  Questions: 914  Slow queries: 0  Opens: 281  Flush tables: 3  Open tables: 200  Queries per second avg: 0.143
CONNECTION [OK] Uptime: 6384  Threads: 3  Questions: 919  Slow queries: 0  Opens: 281  Flush tables: 3  Open tables: 200  Queries per second avg: 0.143
CONNECTION [OK] Uptime: 6387  Threads: 3  Questions: 924  Slow queries: 0  Opens: 281  Flush tables: 3  Open tables: 200  Queries per second avg: 0.144
CONNECTION [OK] Uptime: 6587  Threads: 3  Questions: 941  Slow queries: 0  Opens: 281  Flush tables: 3  Open tables: 200  Queries per second avg: 0.142
